gene_id,gene_name,strand,n_ex_d,n_ex_u,n_ex,start,end,trid,norm_pos,coverage
ENSG00000166265.11,CYYR1,-,1,1,5,26480380,26566313,61,0.5207657195502418,0
ENSG00000166265.11,CYYR1,-,1,1,5,26480380,26566313,61,0.5207657195502418,0
ENSG00000166265.11,CYYR1,-,1,1,5,26480380,26566313,61,0.5207657195502418,0
PB_novel_48648,PB_novel_48648,+,0,0,3,41993740,42008337,24,0.5003762484608018,1
ENSG00000157538.13,VPS26C,-,1,0,4,37240638,37267243,190,0.4257921863069484,0
ENSG00000157538.13,VPS26C,-,1,0,4,37240638,37267243,190,0.4257921863069484,0
ENSG00000275496.4,CU633906.1,-,0,0,3,6230925,6267159,45,0.47598287474547063,0
ENSG00000275496.4,CU633906.1,-,0,0,3,6230925,6267159,31,0.47646613992542175,0
ENSG00000159267.14,HLCS,-,6,2,11,36937378,36962070,341,0.1912309719149774,0
ENSG00000159267.14,HLCS,-,8,0,11,36938960,36962070,125,0.05563166159911792,0
ENSG00000160200.17,CBS,-,11,3,17,43066376,43068517,1278,0.3702730164339989,0
ENSG00000160310.17,PRMT2,+,0,0,3,46649735,46664301,60,0.48293860507600966,0
ENSG00000157578.13,LCA5L,-,0,1,4,39423485,39444199,59,0.49227081094486236,0
ENSG00000157578.13,LCA5L,-,1,1,5,39429208,39444199,118,0.3727272727272727,0
ENSG00000157578.13,LCA5L,-,3,0,6,39435542,39445728,79,0.2206110823407561,1
ENSG00000182871.14,COL18A1,+,28,8,39,45478336,45480468,1532,0.6838653217263139,0
ENSG00000182871.14,COL18A1,+,29,4,36,45479941,45480703,1180,0.10629700002676158,0
ENSG00000182871.14,COL18A1,+,22,3,28,45487498,45490275,1790,0.21735636168804565,0
ENSG00000182871.14,COL18A1,+,6,20,29,45504015,45505361,246,0.7260843190779497,0
ENSG00000183570.16,PCBP3,+,14,0,17,45643867,45735393,450,0.15366821991912374,0
ENSG00000183570.16,PCBP3,+,14,0,17,45643867,45735393,450,0.15366821991912374,0
ENSG00000183570.16,PCBP3,+,14,0,17,45643867,45735393,450,0.15366821991912374,0
ENSG00000183570.16,PCBP3,+,14,0,17,45643867,45735393,450,0.15366821991912374,0
ENSG00000166979.12,EVA1C,+,4,0,7,32412873,32467698,86,0.2755339262631914,0
ENSG00000166979.12,EVA1C,+,1,2,6,32467806,32504015,31,0.7155574211851895,0
ENSG00000166979.12,EVA1C,+,0,4,7,32495167,32514828,59,0.8988273222234127,0
ENSG00000160305.17,DIP2A,+,12,3,18,46497089,46509266,383,0.48518051135740153,0
ENSG00000159128.14,IFNGR2,+,5,0,8,33403611,33414901,66,0.17095998122286116,2
ENSG00000159128.14,IFNGR2,+,5,0,8,33403611,33414901,69,0.16977250014696374,0
ENSG00000159128.14,IFNGR2,+,4,0,7,33403611,33414901,94,0.19440451916970283,0
ENSG00000159128.14,IFNGR2,+,1,0,4,33421663,33432724,83,0.34886141424336087,0
ENSG00000160226.15,CFAP410,-,3,0,6,44333253,44339121,87,0.32752724941226763,0
ENSG00000185917.13,SETD4,-,1,9,13,36036236,36040579,531,0.8511453320500482,1
ENSG00000185917.13,SETD4,-,3,6,12,36040647,36043836,381,0.7035418671799807,0
ENSG00000185917.13,SETD4,-,0,3,6,36043954,36053609,511,0.6925141754131983,0
ENSG00000160201.11,U2AF1,-,4,1,8,43095733,43104319,127,0.5140540169060546,0
ENSG00000205758.11,CRYZL1,-,3,7,13,33599194,33602267,282,0.8711181443561749,1
ENSG00000205758.11,CRYZL1,-,7,0,10,33631556,33641684,357,0.11728268074698855,0
ENSG00000205758.11,CRYZL1,-,10,0,13,33631556,33641684,360,0.10875799222550286,0
ENSG00000160216.18,AGPAT3,+,6,0,9,43865341,43903965,55,0.17973768859968478,0
ENSG00000160216.18,AGPAT3,+,6,0,9,43865341,43903965,55,0.17973768859968478,0
ENSG00000173276.13,ZBTB21,-,0,0,3,41993930,42010261,28,0.46187175043327555,0
ENSG00000183255.11,PTTG1IP,-,2,0,5,44856353,44873505,21,0.363606176324091,2
ENSG00000197381.15,ADARB1,+,9,0,12,45074765,45175811,415,0.33369301321823575,0
ENSG00000197381.15,ADARB1,+,10,1,14,45128521,45171613,511,0.509967024353326,0
ENSG00000197381.15,ADARB1,+,10,1,14,45128521,45171613,511,0.509967024353326,0
ENSG00000197381.15,ADARB1,+,10,1,14,45128521,45171613,511,0.509967024353326,0
ENSG00000197381.15,ADARB1,+,0,2,5,45134779,45144644,45,0.9143346936509259,0
ENSG00000154640.14,BTG3,-,1,3,7,17598820,17604863,27,0.5742628321805606,0
ENSG00000154723.12,ATP5PF,-,2,0,5,25729795,25734859,22,0.2486481266898416,0
ENSG00000154723.12,ATP5PF,-,2,0,5,25729795,25734859,47,0.2474762042111336,0
ENSG00000154723.12,ATP5PF,-,2,0,5,25729795,25734859,22,0.2486481266898416,0
ENSG00000160194.17,NDUFV3,+,0,0,3,42893344,42908865,27,0.4964402721774194,0
ENSG00000142188.16,TMEM50B,-,1,6,10,33439258,33448872,221,0.7563999831301927,1
ENSG00000142188.16,TMEM50B,-,1,6,10,33439258,33448872,221,0.7563999831301927,1
ENSG00000142188.16,TMEM50B,-,2,3,8,33450854,33465384,136,0.4599060083033023,1
ENSG00000276077.4,CU633904.1,+,0,0,3,7430817,7462853,60,0.4720800304209202,0
ENSG00000276077.4,CU633904.1,+,0,0,3,7430817,7462853,60,0.4720800304209202,0
ENSG00000276077.4,CU633904.1,+,0,0,3,7430817,7462853,60,0.4720800304209202,0
ENSG00000275895.6,U2AF1L5,-,4,1,8,6487402,6495997,233,0.5073790462930734,0
ENSG00000205581.10,HMGN1,-,0,3,6,39345267,39348303,252,0.5809523809523809,1
ENSG00000205581.10,HMGN1,-,1,3,7,39345267,39347386,126,0.36189339697692924,2
ENSG00000205581.10,HMGN1,-,0,3,6,39345267,39348303,252,0.5809523809523809,1
ENSG00000205581.10,HMGN1,-,0,3,6,39345267,39348303,252,0.5809523809523809,1
ENSG00000205581.10,HMGN1,-,1,1,5,39345267,39348303,497,0.28960356631109696,0
ENSG00000205581.10,HMGN1,-,1,1,5,39345267,39348303,497,0.28960356631109696,0
ENSG00000205581.10,HMGN1,-,2,2,7,39345935,39348303,223,0.23579952267303106,0
ENSG00000205581.10,HMGN1,-,0,0,3,39348332,39348915,289,0.5588624338624338,0
ENSG00000159147.17,DONSON,-,3,2,8,33582054,33585985,203,0.4189686098654708,1
ENSG00000180530.10,NRIP1,-,0,0,3,14968374,15064825,14,0.4887818731239957,0
ENSG00000185808.13,PIGP,-,0,1,4,37065669,37072520,78,0.5028416967008594,0
ENSG00000185808.13,PIGP,-,0,0,3,37065669,37072520,60,0.482180147570653,0
ENSG00000154719.13,MRPL39,-,5,0,8,25601463,25607430,23,0.19424529509665855,0
ENSG00000160207.8,HSF2BP,-,1,0,4,43592303,43600770,70,0.059684716132815785,4
ENSG00000160207.8,HSF2BP,-,1,5,9,43592303,43630357,4,0.36949862969530867,1
ENSG00000155313.15,USP25,+,5,7,15,15831579,15864276,383,0.5426717647406183,0
ENSG00000150551.10,LYPD1,-,0,1,4,132645974,132668510,29,0.5108382358747582,1
ENSG00000150551.10,LYPD1,-,0,1,4,132645974,132668510,23,0.5349797327728569,1
ENSG00000138032.20,PPM1B,+,1,0,4,44169222,44217968,102,0.4495841901261078,0
ENSG00000071054.16,MAP4K4,+,9,11,23,101844310,101859644,634,0.8339829917445626,0
ENSG00000071054.16,MAP4K4,+,13,7,23,101859809,101864934,492,0.5118662532472974,0
ENSG00000222041.11,CYTOR,+,1,0,4,87455582,87480362,25,0.18896766960579342,6
ENSG00000222041.11,CYTOR,+,0,0,3,87455582,87521218,9,0.4988263088549318,0
ENSG00000222041.11,CYTOR,+,0,1,4,87455582,87521218,75,0.49908423522288653,1
ENSG00000035115.21,SH3YL1,-,0,6,9,218980,230040,102,0.8705265707930495,0
ENSG00000035115.21,SH3YL1,-,0,7,10,218980,230040,413,0.8488366571699906,0
ENSG00000035115.21,SH3YL1,-,4,3,10,234271,247565,382,0.5037156493124415,1
ENSG00000035115.21,SH3YL1,-,4,3,10,234271,247565,382,0.5037156493124415,1
ENSG00000035115.21,SH3YL1,-,4,3,10,234271,247565,382,0.5037156493124415,1
ENSG00000157985.18,AGAP1,+,4,3,10,235908823,236036638,211,0.5319469846686389,1
ENSG00000187514.16,PTMA,+,0,1,4,231711414,231712804,30,0.7153692614770459,11
ENSG00000168763.15,CNNM3,+,3,0,6,96817423,96827733,126,0.3225044300059067,0
ENSG00000169599.12,NFU1,-,4,0,7,69419600,69437395,26,0.21634871447247372,3
ENSG00000143977.13,SNRPG,-,2,0,5,70289349,70293665,43,0.18040983606557381,3
ENSG00000115761.15,NOL10,-,3,9,15,10644368,10659175,125,0.4382229413384743,0
ENSG00000115233.11,PSMD14,+,7,2,12,161318868,161367480,119,0.3363286015841354,0
ENSG00000115233.11,PSMD14,+,8,2,13,161318868,161367480,191,0.33731780973558745,1
ENSG00000115233.11,PSMD14,+,8,2,13,161318868,161367480,191,0.33731780973558745,1
ENSG00000115233.11,PSMD14,+,8,2,13,161318868,161367480,191,0.33731780973558745,1
ENSG00000198380.12,GFPT1,-,14,1,18,69359315,69374009,252,0.3325711465701595,1
ENSG00000198380.12,GFPT1,-,5,0,8,69363668,69387067,348,0.31343184591712214,0
ENSG00000119787.13,ATL2,-,10,0,13,38343510,38377172,23,0.20513692391766347,0
ENSG00000144040.12,SFXN5,-,0,10,13,72945025,72971641,221,0.8732524759022553,1
ENSG00000144040.12,SFXN5,-,11,1,15,73040929,73058596,253,0.16923854031710783,0
ENSG00000144040.12,SFXN5,-,11,1,15,73040929,73058596,253,0.16923854031710783,0
ENSG00000144040.12,SFXN5,-,11,1,15,73040929,73058596,253,0.16923854031710783,0
ENSG00000023228.13,NDUFS1,-,5,9,17,206133096,206142698,125,0.5300500554305103,0
ENSG00000023228.13,NDUFS1,-,14,1,18,206149089,206153620,252,0.22799246259421757,0
ENSG00000023228.13,NDUFS1,-,16,0,19,206149922,206159345,351,0.1283026421136909,0
ENSG00000204634.12,TBC1D8,-,10,7,20,101033719,101037548,254,0.8029374024622854,0
ENSG00000152683.14,SLC30A6,+,3,2,8,32174141,32184279,244,0.4376561883467052,0
ENSG00000152683.14,SLC30A6,+,4,6,13,32192927,32197728,127,0.5272553195296981,0
ENSG00000144029.11,MRPS5,-,1,5,9,95100888,95106424,96,0.7935966408607794,0
ENSG00000144029.11,MRPS5,-,4,2,9,95101713,95108180,157,0.36565349544072945,0
ENSG00000204843.12,DCTN1,-,21,3,27,74371723,74377455,511,0.5910663515226253,0
ENSG00000204843.12,DCTN1,-,26,0,29,74378244,74391795,846,0.22187622277292296,0
ENSG00000204843.12,DCTN1,-,27,0,30,74378244,74391795,478,0.22322591145833337,0
ENSG00000204843.12,DCTN1,-,26,0,29,74378244,74391795,991,0.2224376731301939,0
ENSG00000204843.12,DCTN1,-,26,0,29,74378244,74391795,991,0.2224376731301939,0
ENSG00000084693.15,AGBL5,+,0,12,15,27068688,27070106,29,0.93556388199905,0
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.12862849262582965,0
ENSG00000204120.14,GIGYF2,+,24,0,27,232697390,232734418,1151,0.12511117100121277,0
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.12862849262582965,0
ENSG00000204120.14,GIGYF2,+,24,0,27,232697390,232734418,1151,0.12511117100121277,0
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.12862849262582965,0
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.12862849262582965,0
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.12862849262582965,0
ENSG00000204120.14,GIGYF2,+,18,2,23,232703462,232731137,893,0.16689649984956373,0
ENSG00000204120.14,GIGYF2,+,21,1,25,232703462,232735155,1022,0.14926970108695653,0
ENSG00000204120.14,GIGYF2,+,21,1,25,232703462,232735155,1022,0.14926970108695653,0
ENSG00000204120.14,GIGYF2,+,8,2,13,232703462,232735155,510,0.23423322564479843,0
ENSG00000204120.14,GIGYF2,+,18,3,24,232722577,232735155,1407,0.2572454015253477,0
ENSG00000204120.14,GIGYF2,+,22,3,28,232722577,232735155,1020,0.21419643221064358,0
ENSG00000204120.14,GIGYF2,+,6,3,12,232724643,232735155,1535,0.3622077893191575,0
ENSG00000204120.14,GIGYF2,+,6,3,12,232724643,232735155,1535,0.3622077893191575,0
ENSG00000158019.20,BABAM2,+,0,10,13,28298437,28338456,382,0.963955997841856,0
ENSG00000158019.20,BABAM2,+,0,10,13,28298437,28338456,382,0.963955997841856,0
ENSG00000158019.20,BABAM2,+,0,10,13,28298437,28338456,382,0.963955997841856,0
ENSG00000220804.8,LINC01881,+,1,4,8,242122352,242159435,126,0.7079352369578199,1
ENSG00000180902.17,D2HGDH,+,0,5,8,241750287,241767712,123,0.7129629629629629,0
ENSG00000036257.12,CUL3,-,12,0,15,224514771,224584981,152,0.31861153466678627,0
ENSG00000224189.7,HAGLR,-,0,2,5,176176534,176177379,15,0.8582277543157739,2
ENSG00000224189.7,HAGLR,-,0,0,3,176176534,176188492,20,0.3884739214423696,1
ENSG00000172954.13,LCLAT1,+,4,0,7,30447377,30533116,71,0.22010943351760107,1
ENSG00000181798.2,LINC00471,-,0,2,5,231503062,231509210,63,0.6717138647896546,0
ENSG00000181798.2,LINC00471,-,2,2,7,231504353,231509210,73,0.6204043368386729,1
ENSG00000150938.9,CRIM1,+,1,0,4,36356553,36442621,63,0.39974816139569685,0
ENSG00000150938.9,CRIM1,+,2,9,14,36517482,36544407,92,0.8167308675332262,0
ENSG00000144136.10,SLC20A1,+,6,3,12,112647714,112652705,197,0.23884228187919462,0
ENSG00000144136.10,SLC20A1,+,7,3,13,112647714,112652705,190,0.24054551539491298,0
ENSG00000162976.12,PQLC3,+,1,3,7,11164218,11177784,88,0.5132205182443151,0
ENSG00000138031.14,ADCY3,-,15,5,23,24838582,24839927,383,0.8013170002869497,0
ENSG00000196504.16,PRPF40A,-,0,24,27,152656392,152657912,892,0.9657696276891323,1
ENSG00000196504.16,PRPF40A,-,22,1,26,152694616,152716010,703,0.1978667364667005,0
ENSG00000196504.16,PRPF40A,-,22,1,26,152694616,152716010,637,0.1975508734017648,0
ENSG00000074582.13,BCS1L,+,6,0,9,218659742,218660939,318,0.16738255033557048,0
ENSG00000074582.13,BCS1L,+,6,0,9,218659742,218660939,318,0.16738255033557048,0
ENSG00000074582.13,BCS1L,+,6,0,9,218659742,218660939,252,0.16715896885069817,0
ENSG00000074582.13,BCS1L,+,5,0,8,218659742,218661453,223,0.23658078368223295,1
ENSG00000074582.13,BCS1L,+,5,0,8,218659742,218661453,223,0.23658078368223295,1
ENSG00000074582.13,BCS1L,+,4,0,7,218659742,218661770,210,0.2791196994095545,1
ENSG00000074582.13,BCS1L,+,6,0,9,218659788,218660939,226,0.17044534412955464,1
ENSG00000218739.9,CEBPZOS,+,3,0,6,37196518,37199706,63,0.196524064171123,0
ENSG00000064012.21,CASP8,+,1,3,7,201272736,201284817,124,0.6971890682218906,2
ENSG00000138029.13,HADHB,+,9,2,14,26254444,26273651,118,0.41976759511466477,0
ENSG00000138029.13,HADHB,+,6,0,9,26273738,26279999,511,0.19142925117468626,0
ENSG00000138029.13,HADHB,+,0,14,17,26285570,26289919,383,0.9402649035715854,0
ENSG00000138029.13,HADHB,+,0,14,17,26285570,26289919,383,0.9402649035715854,0
ENSG00000144580.13,CNOT9,+,5,0,8,218568946,218580562,95,0.2342559165663859,0
ENSG00000144580.13,CNOT9,+,5,0,8,218568946,218580562,95,0.2342559165663859,0
ENSG00000144580.13,CNOT9,+,5,0,8,218580663,218582971,62,0.08426777680789632,0
ENSG00000144580.13,CNOT9,+,5,0,8,218580663,218582971,62,0.08426777680789632,0
ENSG00000231826.5,LINC01819,-,4,1,8,43032457,43036728,44,0.4233623336745138,1
ENSG00000135624.15,CCT7,+,10,0,13,73234358,73239643,413,0.14386199518587858,0
ENSG00000135624.15,CCT7,+,10,0,13,73234358,73239643,413,0.14386199518587858,0
ENSG00000135624.15,CCT7,+,10,0,13,73234358,73239643,413,0.14386199518587858,0
ENSG00000135624.15,CCT7,+,0,9,12,73249909,73252640,124,0.9074867455684679,1
ENSG00000196141.13,SPATS2L,+,11,0,14,200306902,200329432,359,0.06675124540248614,0
ENSG00000196141.13,SPATS2L,+,10,1,14,200329468,200389223,382,0.30631671458670423,0
ENSG00000196141.13,SPATS2L,+,10,1,14,200329468,200389223,382,0.30631671458670423,0
ENSG00000196141.13,SPATS2L,+,8,2,13,200389271,200412320,443,0.5479953481610699,1
ENSG00000196141.13,SPATS2L,+,8,2,13,200389271,200412320,443,0.5479953481610699,1
ENSG00000196141.13,SPATS2L,+,8,2,13,200389271,200412320,443,0.5479953481610699,1
ENSG00000196141.13,SPATS2L,+,8,2,13,200389271,200412320,443,0.5479953481610699,1
ENSG00000162961.13,DPY30,-,1,1,5,32029734,32039319,92,0.31741392600205554,0
ENSG00000135926.14,TMBIM1,-,2,5,10,218277058,218277974,202,0.5835217282089927,0
ENSG00000135926.14,TMBIM1,-,10,0,13,218282178,218292469,181,0.2831822154249508,2
ENSG00000135926.14,TMBIM1,-,10,0,13,218282178,218292469,125,0.2834170579884242,2
ENSG00000138385.15,SSB,+,8,0,11,169798961,169805687,126,0.25931558935361215,0
ENSG00000225205.5,AC078883.1,-,1,0,4,172495485,172556091,35,0.33264993979628366,0
ENSG00000225205.5,AC078883.1,-,3,0,6,172495485,172556091,71,0.24423349682654139,0
ENSG00000163006.11,CCDC138,+,0,10,13,108846914,108876090,381,0.8322442754889628,0
ENSG00000235770.5,LINC00607,-,0,3,6,215613532,215621193,255,0.8051548471703823,0
ENSG00000235770.5,LINC00607,-,0,7,10,215613738,215621193,70,0.973491254196219,1
ENSG00000235770.5,LINC00607,-,0,4,7,215613738,215624235,95,0.9687389384260118,2
ENSG00000235770.5,LINC00607,-,2,2,7,215624142,215743894,316,0.6707102568414546,0
ENSG00000235770.5,LINC00607,-,2,2,7,215624142,215743894,316,0.6707102568414546,0
ENSG00000235770.5,LINC00607,-,3,2,8,215624142,215747339,192,0.7130453216310367,1
ENSG00000235770.5,LINC00607,-,3,3,9,215641762,215743894,286,0.6224352039353842,0
ENSG00000235770.5,LINC00607,-,3,0,6,215747339,215848758,127,0.22565471988776864,13
ENSG00000235770.5,LINC00607,-,4,0,7,215750337,215848758,128,0.21900332963374025,1
ENSG00000235770.5,LINC00607,-,7,0,10,215750337,215848758,187,0.2152177896445212,1
ENSG00000172965.15,MIR4435-2HG,-,0,1,4,111208656,111365657,163,0.7236261651004328,0
ENSG00000172965.15,MIR4435-2HG,-,0,2,5,111208656,111344103,122,0.7612488601479893,0
ENSG00000172965.15,MIR4435-2HG,-,0,2,5,111208656,111344103,255,0.761182105845781,0
ENSG00000172965.15,MIR4435-2HG,-,0,2,5,111208656,111344103,255,0.761182105845781,0
ENSG00000172965.15,MIR4435-2HG,-,0,1,4,111208656,111365657,163,0.7236261651004328,0
ENSG00000172965.15,MIR4435-2HG,-,0,0,3,111429443,111494905,45,0.5002510842273453,0
ENSG00000172965.15,MIR4435-2HG,-,0,0,3,111429443,111494905,46,0.500121769308046,34
ENSG00000172965.15,MIR4435-2HG,-,0,0,3,111429443,111494905,50,0.5000380592811363,4
ENSG00000032389.12,EIPR1,-,4,1,8,3214239,3354573,5,0.4946545159940906,2
ENSG00000032389.12,EIPR1,-,4,1,8,3214239,3354573,5,0.4946545159940906,2
ENSG00000032389.12,EIPR1,-,5,2,10,3257449,3338082,26,0.4239013593014451,1
ENSG00000032389.12,EIPR1,-,5,2,10,3257449,3338082,28,0.42393186379112235,0
ENSG00000032389.12,EIPR1,-,5,0,8,3257449,3338082,189,0.27078302747370675,0
ENSG00000032389.12,EIPR1,-,5,3,11,3257449,3338082,121,0.42389525801583305,0
ENSG00000032389.12,EIPR1,-,5,3,11,3257449,3338082,121,0.42389525801583305,0
ENSG00000032389.12,EIPR1,-,8,0,11,3354632,3377704,188,0.06178023223182938,0
ENSG00000032389.12,EIPR1,-,8,0,11,3354632,3377704,121,0.06168021393206069,0
ENSG00000032389.12,EIPR1,-,8,0,11,3354632,3377704,121,0.06168021393206069,0
ENSG00000115756.12,HPCAL1,+,3,0,6,10303173,10396835,31,0.3777157568029257,1
ENSG00000115756.12,HPCAL1,+,2,0,5,10303173,10422987,190,0.48260820757894063,0
ENSG00000115756.12,HPCAL1,+,3,2,8,10396913,10408593,94,0.8007906469512782,0
ENSG00000115756.12,HPCAL1,+,2,1,6,10396913,10419734,54,0.8454772962437135,0
ENSG00000115756.12,HPCAL1,+,0,3,6,10423030,10426830,166,0.9785865520338766,0
ENSG00000115756.12,HPCAL1,+,0,5,8,10423030,10426830,119,0.9786174316856618,1
ENSG00000115756.12,HPCAL1,+,0,5,8,10423030,10426830,119,0.9786174316856618,1
ENSG00000125630.15,POLR1B,+,5,6,14,112552790,112564368,27,0.47636922531256465,2
ENSG00000152256.13,PDK1,+,5,5,13,172566915,172570728,189,0.2976156984104656,0
ENSG00000132300.18,PTCD3,+,11,8,22,86125076,86127163,511,0.594741598607578,0
ENSG00000152102.17,FAM168B,-,6,0,9,131082613,131093218,126,0.12055218766473375,0
ENSG00000197872.11,FAM49A,-,7,1,11,16564089,16623909,27,0.6209977790644416,1
ENSG00000079156.16,OSBPL6,+,21,0,24,178194665,178284944,281,0.22522202221713922,1
ENSG00000079156.16,OSBPL6,+,23,0,26,178194665,178284944,117,0.22521257023519467,0
ENSG00000079156.16,OSBPL6,+,13,2,18,178338990,178349245,363,0.17848622685921497,0
ENSG00000176720.5,BOK,+,2,0,5,241558987,241570134,62,0.37838277387457714,0
ENSG00000176720.5,BOK,+,2,0,5,241558987,241570134,62,0.37838277387457714,0
ENSG00000176720.5,BOK,+,0,0,3,241558987,241572460,199,0.4550029218881891,1
ENSG00000176720.5,BOK,+,1,0,4,241558987,241572460,179,0.4487768085525021,0
ENSG00000176720.5,BOK,+,1,0,4,241559678,241572460,242,0.4594286480686695,0
ENSG00000143797.11,MBOAT2,-,0,6,9,8858850,8864211,62,0.9662817881559811,0
ENSG00000143797.11,MBOAT2,-,1,10,14,8860676,8864211,252,0.9703100530263483,0
ENSG00000143797.11,MBOAT2,-,5,0,8,8958640,9003558,29,0.16813896076856727,1
ENSG00000143797.11,MBOAT2,-,11,0,14,8958640,9003558,95,0.15524631150919033,0
ENSG00000143797.11,MBOAT2,-,11,0,14,8958640,9003558,95,0.15524631150919033,0
ENSG00000143797.11,MBOAT2,-,11,0,14,8958640,9003558,252,0.15530126109294717,0
ENSG00000143797.11,MBOAT2,-,11,0,14,8958640,9003558,252,0.15530126109294717,0
ENSG00000143797.11,MBOAT2,-,11,0,14,8958640,9003558,252,0.15530126109294717,0
PB_novel_366575,PB_novel_366575,-,0,0,3,215752548,215848869,7,0.49942446490791437,1
ENSG00000124831.18,LRRFIP1,+,5,1,9,237708586,237748367,127,0.7426887452325907,1
ENSG00000124831.18,LRRFIP1,+,5,4,12,237720820,237748367,1023,0.7877075017307155,0
ENSG00000124831.18,LRRFIP1,+,5,1,9,237756170,237760088,381,0.17440172689716774,0
ENSG00000115204.14,MPV17,-,1,2,6,27311947,27312689,153,0.7918968692449355,0
ENSG00000115204.14,MPV17,-,4,0,7,27312759,27323052,189,0.38087001324893277,0
ENSG00000132305.20,IMMT,-,3,7,13,86151505,86159582,95,0.7018845125462773,0
ENSG00000173209.23,AHSA2P,+,3,1,7,61181353,61184721,127,0.5976091365140357,2
ENSG00000173209.23,AHSA2P,+,1,5,9,61185508,61186448,155,0.9000212947189097,0
ENSG00000138442.9,WDR12,-,0,2,5,202896215,202901051,63,0.80698814621734,1
ENSG00000077232.17,DNAJC10,+,11,8,22,182731092,182740318,253,0.3068980216934809,0
ENSG00000115694.14,STK25,-,7,0,10,241500271,241508032,125,0.31437260644289255,0
ENSG00000115694.14,STK25,-,6,0,9,241500271,241508467,375,0.31254171920195806,0
ENSG00000115694.14,STK25,-,9,0,12,241500794,241508467,504,0.28509088286208883,0
ENSG00000168385.17,SEPT2,+,9,0,12,241315597,241324216,1268,0.1375423289301077,0
ENSG00000168385.17,SEPT2,+,11,0,14,241315597,241324216,190,0.1190482338359843,0
ENSG00000168385.17,SEPT2,+,11,0,14,241315597,241325993,765,0.1476193032368887,1
ENSG00000168385.17,SEPT2,+,11,0,14,241315981,241324216,95,0.10940904675645166,11
ENSG00000168385.17,SEPT2,+,11,0,14,241315981,241324216,1020,0.11416989681716438,0
ENSG00000168385.17,SEPT2,+,11,0,14,241315981,241324413,1087,0.11215811853640612,0
ENSG00000168385.17,SEPT2,+,8,0,11,241315981,241335128,1021,0.25269720435752724,0
ENSG00000168385.17,SEPT2,+,10,1,14,241316533,241325993,988,0.13932962067878532,0
ENSG00000168385.17,SEPT2,+,10,0,13,241316550,241325993,661,0.1349156034551074,1
ENSG00000168385.17,SEPT2,+,11,0,14,241316561,241324216,958,0.10553679227721192,1
ENSG00000168385.17,SEPT2,+,11,1,15,241317594,241324216,639,0.14509925398177548,0
ENSG00000168385.17,SEPT2,+,9,1,13,241317594,241335128,760,0.2736676292990286,0
ENSG00000168385.17,SEPT2,+,9,3,15,241326109,241335128,766,0.4012202445948897,0
ENSG00000168385.17,SEPT2,+,9,3,15,241326109,241335128,766,0.4012202445948897,0
ENSG00000135931.17,ARMC9,+,17,5,25,231222743,231235234,604,0.17414329143894855,0
